Panao	101451319317370
Surui	101461261510250,10146
Baraamu	10147
I'Saka	10148
Kanite	10149
Kaska	10150
Saluan	10151
Kaamba	10152
Senhaja	101531418817584
Zari	10154
Dedua	10155
Kabras	10156
Marma	10157
Dhofari	1015817141
Jiongnai	1015914920
Kuthant	10160
Lakota	10161,1016115013
Galela	10162
Lenakel	10163
Lukpa	10164
Munda	10165
Tirahi	10166
Naga	1276010167,1788210167,1595310167,1594810167,10167,1275310167,1574610167,1453210167,1091010167,1115810167,1431810167,1364110167,1465610167,1608410167,1275110167,1330810167,1709310167,1025010167,1065010167,1028010167,1416710167,1339410167,1287610167,1064910167,1695410167,1116510167,1016712627,1010910167,1100910167,118351161210167,1367310167,1456710167,1635110167,120591213610167,1101410167,1198010167,1032710167,1416810167,166251161210167,172451437810167,1140410167,1786710167,1373010167,1399110167,1693910167,1430610167,1507710167,1721610167,1423010167
Xukuru	10168
Barbacoas	10169
Bomwali	10170
Wangkumara	10171
Ignaciano	10172
Labrador	1017315222
Sangir	10174
Khamba	10175
Pawaia	10176
Yukatek	10177
Qiandong	177361017813029,118351017813029,166251017813029
Kungkari	10179
Zimbabwe	101801249716446
Saponi	10181
Wane	10182
Karnic	10183,1773610183
Fanbak	10184
Wusi	10185
Da-Hua	1018613029
Imroing	10187
Arawete	10188
Temoq	10189
Baskisch	10190
Birgit	10191
Engdewu	10192
Idere	10193
Mituku	10194
Tagalaka	10195
Nasal	10196
Ngaanyatjarra	10197
Yay	10198
Karon	1019917708,10199
Awyi	10200
Omaha-Ponca	10201
Jauja	102021698617370
Tsimihety	1020314558
Iranian	10204
Cumbric	10205
Inapari	10206
Lithuanian	102071249716446,1402410207,10207
Dadi	1020810208,1020810208
Nek	10209
Nottoway-Meherrin	10210
Yendang	10211
Sundanese	10212
Kitsai	10213
Weyto	10214
Tilung	10215
Kabyle	10216
Mombo	1021715417
Karenggapa	10218
Deno	10219
Bellari	10220
Nekgini	10221
Asheninka	10222,1022211879,1022212224,1207010222,1706610222,101371532910222
Tairuma	10223
Tutong	10224
Tenango	1022513984
Mahali	10226
Baluan-Pam	10227
Twendi	10228
Egyptian	1022917141,10229,17736102291059917141
Romanian	1233210230,10230,102301249716446,1610910230
Huasteca	177361023113901,171631023113901,176931023113901
Mapidian	10232
Gros	1023312537
Bouyei	10234
Canadian	177361023516757,176931023516757
Yeyi	10236
Venda	10237
Hako	10238
Palya	1023914999
Kankanaey	10240
Manikion	10241
Mbya	1024216161
Nen	10243
Gengle	10244
Matbat	10245
Dibo	10246
Siona	10247
Haji	10248
Sos	1024917771
Para	1025012327,1025010167,1025017021,101461261510250
Sumtu	1025114115
Juan	11180102521467913589,11180102521420713046,11180102521248911251,11180102521058511251
Viti	10253
T'En	10254
Towei	10255
Amahuaca	10256
Arabian	1502210257,162961502210257,13075102571249716446
Tlingit	10258
Abaga	10259
Aulua	10260
Bauzi	10261
Mbukushu	10262
Loja	102631655410749
Wadjigu	10264
Musom	10265
Sou	10266,1026612759,1026612907
Dyan	10267
Manchu	10268
Suri	10269
Ngeq	10270
Tha	10271
Koko	1027217536
Anambe	10273
Fayu	10274
Nan	170811027514658
Cajonos	1027613589
To'Aba'Ita	10277
Wandji	10278
Bidyogo	10279
Puimei	1028010167
Temacine	1028112474
Lisabata-Nuniali	10282
Wamas	10283
Acroa	10284
Papua	1028510460143411249716446
Khamyang	10286
Madngele	10287
Amara	10288
Kungardutyi	10289
Ingush	10290
Rao	10291
Koibal	10292
Berik	10293
Sikkimese	10294
Totela	10295
Anii	10296
Tswa	10297
Kazukuru	10298
Nyamusa-Molo	10299
Karitiana	10300
Sebop	10301
Zimakani	10302
Nyulnyul	10303
Salas	10304
Kwara'Ae	10305
Akuntsu	10306
Bisis	10307
Agta	171631489410308,1692510308,143521639110308,109251639010308,144171567210308,1013010308,1222810308,10308,149831551910308,129851325110308,143521361910308,1074310308
Yareni	1030913589
Nafi	10310
Natugu	10311
Burunge	10312
Lavatbura-Lamusong	10313
Bitur	10314
Cori	10315
Batuley	10316
Ditidaht	10317
Gourmanchema	10318
Pero	10319
Nagarchal	10320
Pahlavi	10321
Yandjibara	10322
Kharia	10323,1032313171
Aoheng	10324
Okolod	10325
Panyi	1032617255
Zeme	1032710167
Banda-Yangere	10328
Gulay	10329
Nago	10330,157731357210330,1662510330,1183510330,1357210330
Koguryo	10331
Biali	10332
Samogitian	10333
Yidin	10334
Mailu	10335
Gebe	10336
Vinmavis	10337
Kachari	10338
Abanyom	10339
Majhi	10340
Pitta	1034110341,1034110341
Bondei	10342
Yoidik	10343
Kao	10344
Maleu-Kilenge	10345
Wambule	10346
Teke-Laali	10347
Papel	10348
Idon	10349
Ushojo	10350
Yansi	10351
Barasana-Eduria	10352
Tennet	10353
Umatilla	10354
Nukuria	10355
Babatana	10356
Nomlaki	10357
Silacayoapan	1035811251
Malgana	10359
Savi	10360
Chinook	1036114604,10361
Duungooma	10362
Lahta	10363,1036312723
Zangwal	10364
Gumuz	10365
Mlahso	10366
Kwama	10367
Ebrie	10368
Laing	1310910369
Chrau	10370
Daantanai'	10371
Sur	10372
Rawa	10373
Maasina	1037414198
Larike-Wakasihu	10375
Jungle	1037610849
Elepi	10377
Maybrat	10378
Nanai	10379
Matagalpa	10380
Gizrra	10381
Mpi	10382
Yolŋu	103831249716446
Sira	10384
Rer	1038510740
Urum	10386
Alacatlatzala	1038711251
Tausug	10388
Shihhi	1038917141
Karaboro	1769310390,10390,1773610390
Arifama-Miniafia	10391
Bodo	10392,1039217423,1039212639
Sekani	10393
Vehes	10394
Kayan	1160910395,1645410395,1039516170,10395,1290210395,103951123310395,103951123310395,1472610395,1585010395
Tampuan	10396
Lobala	10397
Mama	10398
Ngbee	10399
Seti	10400
Gooniyandi	10401
Yuracare	10402
Ugaritic	10403
Ulukwumi	10404
Wayu	10405
Chhintange	10406
Odual	10407
Khang	1442610408,10408
Ajie	10409
Cholon	10410
Hawai'I	1041112627,104111546812839,10411126271249716446,104111249716446
Mandinka	10412
Tawbuid	1769310413,1773610413,10413
Suena	10414
Hwana	10415
Enets	1619710416,10416,1379510416
Loun	10417
Dekwana	10418
Babine	10419
Girawa	10420
Chibcha	10421
Romagnol	10422
Bable	10423
Weh	10424
Bomu	10425
Paici	10426
Waura	10427
Tigak	10428
Mekwei	10429
Asue	1043014928
Koronadal	1043112927
Kayapo	10432
Yala	10433
Ibibio	10434
Gupapuyngu	10435
Narrinyeri	10436
Margany	10437
Kalabari	10438
Nyunga	10439
Puroik	10440
Bajo	1447310441
Indonesian	1766410442,10442,104421249716446,1044212311
Tsuvadi	10443
Ketengban	10444
Grenadian	104451546812839
Mulao	10446
Tabriak	10447
East	166251044811145,118351044811145,1044810589,1044810805,1044811317,1044815545,1044810862,1044813039,1044816487,1044814337,1044810587,1044817009,1044813552
Daeng	1310910449
Firan	10450
Aklanon	10451
Parya	10452
Sorkhei	10453
Dholuo	10454
Rasawa	10455
Nimi	10456
Saek	10457
Mantsi	10458
Gabi-Gabi	10459
New	104601050513085,1028510460143411249716446,10460178431249716446
Samoan	10461
Indian	104621249716446,15652104621249716446
Dumbea	10463
Gimnime	10464
Bahinemo	10465
Boruca	10466
Amarasi	10467
Iha	104681245312627,10468
Dyula	10469
Teke-Tsaayi	10470
Quileute	10471
Sochiapam	1047214199
Ufim	10473
Tenggarong	104741177615078
Tsum	10475
Rongga	10476
Betaf	10477
Tobanga	10478
Mah	1047916556
Nimadi	10480
Judeo-Moroccan	1048117141
Temascaltepec	1048213901
Saruga	10483
Hibito	10484
Sarudu	10485
Som	10486
Kaxuiana	10487
Mysian	10488
Memoni	10489
Bilba	10490
Efik	10491
Machinga	10492
Biete	10493
Ume	1049411632
Tsogo	10495
Guiyang	118351049613029,134801049612363,118351049612363,166251049612363,166251049613029
Teressa	10497
Sape	10498
Tzeltal	1347710499,10499
Isebe	10500
Sheko	10501
Nhanda	10502
Mentawai	10503
Naba	10504
Caledonian	104601050513085
Minaean	10506
Mezontla	1050713046
Mnong	1662510508,1716310508,1773610508,10508
Bua	10509
Gaelic	1572310510,10510,1364410510
Solos	10511
Wajarri	10512
Besisi	10513
Shangzhai	10514
Afrihili	10515
Wanukaka	10516
A'Ou	10517
Shiki	10518
Mawukakan	10519
Batak	1052017510,1052017211,1052012088,10520,1052016868,1052015821,1052015910,1052015067
Xhosa	10521
Mainfrankisch	10522
Capiznon	10523
Jarai	10524
Sinte	1052512767
Alyawarr	10526
Gulf	133021052714721,1052717141
Wadaginam	10528
Niuean	10529
Tera	10530
Qechua	1671310531
Tswapong	10532
Araki	10533
Kolsch	10534
Polabian	10535
Sirmauri	10536
Tugen	10537
Khalaj	1075110538,10538
Reef	1757410539
Slavey	10540,1013710540,1502210540
Bambalang	10541
Senoufo	1746410542,1263610542,1634010542,10542,1744610542,1180810542,1574910542,1516410542,1147610542,1431310542,1620910542,1533510542,1010410542
Tswana	10543
Murik	10544
Col	10545
Wulna	10546
Bissa	10547
Bolondo	10548
Wachi	1672310549
Yawanawa	10550
Penasco	166751055111251
Tainae	10552
Dhao	10553
Kom	10554
Cutchi-Swahili	10555
Satawalese	10556
Karanga	10557
Ansus	10558
Chala	10559
Sebat	105601515217663
Lima	16518150221056117370
Koenoem	10562
Xeta	10563
Sherbro	10564
Dakka	10565
Ekari	10566
Alor	10567
Duupa	10568
Khua	10569
Andaandi	10570
Chittagonian	10571
Mor	10572
Papasena	10573
Atikamekw	10574
Pume	10575
Bete	10576,1443510576,1186710576,1549610576
Mator	10577
Wedau	10578
Huambisa	10579
Ron	10580
Horom	10581
Wumeng	1058212561
Sindhi	10583,1058311886
Chepang	10584
Colorado	10585,11180102521058511251
Koiari	10586,1181210586
Futuna	10587,1044810587
Harzani	10588
Makian	1470010589,1044810589,10589
Kaco'	10590
Bonjo	10591
Comecrudo	10592
Luang	10593
Soli	10594
Torwali	10595
Zenag	10596
Batsbi	10597
Northeast	1059815134,1059813290,1059812384,1059810070
Bedawi	17736102291059917141
Lamalera	10600
Serua	10601
Algerian	1060217141,106021249716446,106021623817141
Ipiko	10603
Ila	10604
Balkan	1060512767,106051567311882
Ben	106061248615417
Gadsup	10607
Aramaic	174541327410608,1629610608,10608,1268910608,1402410608,174541480310608,1534410608,1088310608
Lashi	10609
Yom	10610
Machinere	10611
Tangoa	10612
Njerep	10613
Buol	10614
Ha-Ha-Hae	1259810615
Russia	1061611020
Tewe	10617
Vili	10618
Soninke	10619
Noon	10620
Riverain	1062110657
Bhoti	1353410622,1062216148,10622,1215510622
Bhili	10623
Sabu	10624
Kosarek	1062515537
Masai	10626
Lambichhong	10627
Teckensprak	1421110628
Mbangala	10629
Nawuri	10630
Chetti	1760810631,10631
Manding	10632
Usarufa	10633
Nubaca	10634
Australian	10635121671249716446,106351249716446
Gbanu	10636
Mohawk	10637
Rawo	10638
Men'S	135301063915468
Liberia	1064015223
Dusun	1716310641,1072610641,1531910641,1064111655,1064110672,10641,1064117760
Bwela	10642
Apalachee	10643
Babungo	10644
Tharaka	10645
Busam	10646
Doondo	10647
Manduri	1600910648,10648
Koki	1064910167
Liangmai	1065010167
Keijar	10651
Yami	10652
Hunzib	10653
Tetum	10654
Nalca	10655
Mser	10656
Sango	10657,1062110657
Achang	10658
Bagri	10659
Piu	10660
Kusu	10661
Laiyolo	10662
Mozarabic	10663
Siar-Lak	10664
Kacipo-Balesi	10665
Yoruba	10666
Kamwe	10667
Estero	16425133641066810749
Huli	10669
Seze	10670
Suabo	10671
Malang	1064110672
Garus	10673
Masimasi	10674
Mambae	10675
Malo	10676
Warlpiri	10677
Andajin	10678
Gunditjmara	10679
Kamang	10680
Duri	10681
Jamsay	1068215417
Ludian	10683
Phoenician	10684
Makhuwa-Meetto	10685
Papar	10686
Wannu	10687
Cakchiquel-Quiche	106881377816446
Anjam	10689
Iyo'Wujwa	1069016085
Rican	15396106911249716446,11337106911249716446
Timbe	10692
Yosondua	1069311251
Mesqan	10694
Nuu-Chah-Nulth	10695
Tidikelt	1069612474
Sar	10697
Arma	10698
Kumhali	10699
Bisorio	10700
Geez	10701
Lushootseed	10702
Walrpiri	10703
Bokha	10704
Mehri	10705
Thracian	10706
Shughni	10707
Itik	10708
Mahongwe	10709
Gundi	10710
Gurani	10711
Murut	1788510712,1266510712,1781510712,1726610712,1374910712,1003810712,10712
Kulon-Pazeh	10713
Gheg	1071417034
Iduna	10715
Nganasan	10716
Lambya	10717
Bakati'	1417510718
Lwalu	10719
Kamula	10720
Talantang	175261274610721
Saidi	1072217141
Ubir	10723
Baltazar	11180107241389813589
Vagla	10725
Sugut	1072610641
Inuit	107271249716446,10727
Chorti	10728
Tenharim	10729
Wik-Me'Anha	10730
Qila	1073114850
Emerillon	10732
Ofaye	10733
Lave	10734
Minigir	10735
Wawa	10736
Javindo	10737
Kwaja	10738
Hindustani	1445710739,10739
Bare	1038510740,10740
Nde-Gbite	10741
Miqie	10742
Pahanan	1074310308
Ekpeye	10744
Katawixi	10745
Paasaal	10746
Wotu	10747
Mamasa	10748
Quichua	118351417110749,119301655410749,16425133641066810749,102631655410749,121741655410749,116591655410749,126041655410749,10749,152801099310749,154471655410749
Ndombe	10750
Turkic	1075110538
Turk	107521532613978
Kuranko	10753
Bayungu	10754
Tachawit	10755
Jemez	10756
Geruma	10757
Uru-Pa-In	10758
Iguta	10759
Ndonga	10760
Bambili-Bambui	10761
Temoaya	1076213984
Gweda	10763
Iyive	10764
Wakhi	10765
Yout	1076611872
Lemoro	10767
Mandar	10768
Logol	10769
Ombo	10770
Makasar	10771
Tacahua	1077211251
Teanu	10773
Mising	10774
Tapeba	10775
Mombum	10776
Ndamba	10777
Awtuw	10778
Sa'Ban	10779
Nusa	1078014542
Tsou	10781
Chichimeca-Jonaz	10782
Talyshi	1183510783
Camsa	10784
Dhungaloo	10785
Nateni	10786
Tamahaq	1746710787,10787
Busa	10788
Akei	10789
Bauria	10790
Kanju	10791
Chuvantsy	10792
Kakabe	10793
Zanaki	10794
Lavrung	10795
Xipaya	10796
Dangaura	1079717737
Blissymbols	10798
Vunjo	10799
Walak	10800
Tanaina	10801
Toba-Maskoy	10802
Osage	10803
Vangunu	10804
Damar	1470010805,1044810805,10805
Rampi	10806
Ivatan	10807
Kunza	10808
Jorto	10809
Havu	10810
Mamainde	10811
Chuukese	10812
Kimaghima	10813
Kabore	1081414827
Awutu	10815
Chumburung	10816
Fordata	10817
Mirandese	10818
West-Central	1081916487
Phupha	10820
Nzakambay	10821
Slave	10822
Leon	113361082311084
Aduge	10824
Paraguay	1112914188167741336410825
Haya	10826
Cypriot	1082717141
Sepa	10828
Pendau	10829
Lijili	10830
Surgujia	10831
Palauan	10832
Latunde	10833
Muniche	10834
Isanzu	10835
Myene	10836
Alaba-K’Abeena	10837
Jina	10838
Kham	176931651910839,10839,177361651910839,1648210839,1013610839
Busoa	10840
Temi	10841
Warluwara	10842
Miguel	11180108431546817911,1118010843161281377511251,11180108431769211251
Paama	10844
Mboko	10845
Ogbogolo	10846
Pa-Hng	10847
Ndzwani	1084814899
Inga	10849,1037610849
Ngam	10850
Uyghur	10851
Murrinh-Patha	10852
Mungkip	10853
Puoc	10854
Coast	147001085512311,142151085513924,1085514818
Ghayavi	10856
Vicente	11180108571622813589
Gorowa	10858
Obo	1085914686
Ejamat	10860
Kolyma	1086115775
Tarangan	10862,1470010862,1044810862
Bislama	10863
Attapady	1086412260
Ati	10865
Pinyin	10866
Gone	1086715983
Manide	10868
Ganzi	10869
Munduruku	10870
Turumsa	10871
Paulohi	10872
Israeli	108731249716446
Chamari	10874
Tajuasohn	10875
Lang'E	10876
Limburger	10877
Ixil	10878
Li'O	10879
Guezenaya	108801344710939
Keliko	10881
Musi	10882
Samaritan	10883,1088310608
Alamblak	10884
Karipuna	108851546817911,10885
Hijuk	10886
Apiaka	10887
Taroko	10888
Api	1092110889
Nyangga	10890
Tairora	1013710891,1502210891,10891
C'Lela	10892
Magoma	10893
Bahnar	10894
Leko	1091110895
Duruwa	10896
Unde	1089713855
Pech	10898
Vera'A	10899
Kagate	10900
Puragi	10901
Central-Eastern	109021209014198
Bera	10903
Dghwede	10904
Gorontalo	10905
Banda-Mbres	10906
Larantuka	1090715078
Tillamook	10908
(Undetermined)	10909
Chothe	1091010167
Samba	1091111388,10911,1091110895
Borna	10912
A-Pucikwar	10913
Naaba	10914
Tripuri	10915,1404310915
Otuho	10916
Koonzime	10917
Sininkere	10918
Kein	10919
Bijori	10920
Lampung	1092110889,1092115963
Sidamo	10922
Malayo	10923
Dagoman	10924
Villa	109251639010308
Bambassi	10926
Macaguaje	10927
Maguindanaon	10928
Sampang	10929
Wardaman	10930
Agi	10931
Ulumanda'	10932
Sherpa	10933,1613510933
Jola-Kasa	10934
Konjo	1352310935,1655410935,10935
Itelmen	10936
Kilivila	10937
Tafi	10938
Berber	108801344710939
Kumarbhag	1094011911
Mgbolizhia	10941
Komi-Permyak	10942
Mexico	15273141881094313984
Menya	10944
Otoro	10945
So'A	10946
Yinggarda	10947
Keak	10948
Tayart	1094911031
Sogdian	10950
Mapos	1095116842
Phake	10952
Garig-Ilgar	10953
Dzodinka	10954
Morom	10955
Kinga	10956
Nshi	10957
Mangala	10958
Alune	10959
Welsh	1252110960,1096012767,1402410960,10960
Kafa	10961
Tepehuan	1348010962,1700310962,1183510962,10962
Inoke-Yate	10963
Dioula	1184110964
Kosli	10965
Wotjobaluk	10966
Embu	10967
Dhaiso	10968
Esperanto	10969
Shi	10970,1226710970
Parauk	10971
Belait	10972
Pilaga	10973
Tubu	1144310974
Beneraf	10975
Lasalimu	10976
Nicarao	10977
Wailaki	10978
Ai-Cham	10979
Tefaro	10980
Taikat	10981
Avaric	10982
Saaroa	10983
Iwaidja	10984
Melanau	1548810985,1278510985,1554110985,10985,1716310985
Reli	10986
Butbut	1098715474
Jambi	1098815078
Zemgalian	10989
Amundava	10990
Epigraphic	1099117338
Munji	10992
Lowland	1099311508,109931790112797,132721099317370,152801099310749
Zaparo	10994
Keu	1528710995
D'Oreille	1268810996
Ukpe-Bayobiri	10997
Ngasa	10998
Sorothaptic	10999
Calo	11000
Nanticoke	11001
Kryts	11002
Samarokena	11003
Wardandi	11004
Tandroy-Mahafaly	1100514558
Baeggu	11006
Pele-Ata	11007
Kutep	11008
Tase	1100910167
Portuguese	1499811010,110101249716446,1369311010,1546811010,111791546811010,11010,140731546811010
Taulil	11011
Kulere	11012
Koongo	11013
Moyon	1101410167
Paluan	11015
Kadai	11016
Tae'	11017
Palaic	11018
Koresh-E	1101913690
Buriat	1758211020,1061611020,1365611020,11020
Hu	11021
Cluster	177851102213029
Yangkam	11023
Mbalanhu	11024
Konkomba	11025
Kokata	11026
Tocantins	1102717152
Ngarigu	11028
Purik	11029
Aura	11030
Tamajeq	11031,1094911031
Letemboi	11032
Mpotovoro	11033
Friulian	11034
Otuke	11035
Mae	11036
Idate	11037
Riang	11038
Pacahuara	11039
Wojenaka	11040
Zumaya	11041
Nauete	11042
Nsongo	11043
Kallahan	1413811044,1717711044,11044
Kairak	11045
Korafe-Yegha	11046
Tontemboan	11047
Vedic	11048
Klias	110491123315319
Tenino	11050
Amdo	1105117890
Kamba	11052
Sepedi	11053
Pije	11054
Taungyo	11055
Leelau	11056
Akkala	1105711632
Kubi	11058
Uduk	11059
Runga	11060
Nyaw	11061
Sawi	11062
Tiv	11063
Kenzi	11064
Pali	11065
Badiotto	11066
Rapanui	11067
Kamaru	11068
Namibian	110691249716446
Serbian	11070,1107017472113261747211352
Squamish	11071
Finland-Swedish	110721249716446
Katcha-Kadugli-Miri	11073
Dawro	11074
Sibe	11075
Tlazoyaltepec	1107611251
Tapirape	11077
Wanap	11078
Purepecha	11079,176931655411079
Tama	11080
Varisi	11081
Navaho	11082
Artificial	1108316446
Zoque	1110511084,113361082311084,11084,1546711084,1783911084,1618711084
Filipino	11085
Karankawa	11086
Bun	11087
Ndunda	11088
Aore	11089
Sauraseni	1109012295
Nali	11091
Rumai	1109214524
Cauca	11093
Flaaitaal	11094
Pwapwa	11095
Wewaw	11096
Sylheti	11097
Barbaram	11098
Sio	11099
Kominimung	11100
Palestine	111041110117141
Assangori	11102
Ahanta	11103
Rural	111041110117141
Chimalapa	1110511084
Munit	11106
Sayula	1110715495
Vietnamese	11108
Te'Un	11109
Texmelucan	1111013589
Chachi	11111
Burmbar	11112
Ladino	11113
Bondum	111141788315417
Mi'Kmaq	11115
Gurindji	1111614927,11116
Luguru	11117
Luba-Lulua	11118
Bube	11119
Smarky	1112013454
Bantoanon	11121
Bafanji	11122
Umbugarla	11123
Mengen	11124
Kanasi	11125
Yo	1310911126
Marrucinian	11127
Ekit	11128
Lengua	11129141881677416089,1112914188167741336410825,11129141881677413006,1002011129
Kanjobal	11130,1769311130
Enya	11131
Niellim	11132
Varli	11133
Dura	11134
Erzya	11135
Tshangla	11136
Bhujel	11137
Tsaukambo	11138
Mbwela	11139
Nkari	11140
Ta'Izzi-Adeni	1114117141
Gen	11142
Chodri	11143
Lyons	111441249716446
Cree	166251044811145,1314111145,118351044811145,11145,1378211145,1300311145,1565211145
Bantayanon	11146
Sukuma	11147
Walangama	11148
Barclayville	1114914698
Brokskat	11150
Reshe	11151
Lobu	11152,1507111152,1342111152
Lamatuka	11153
Chechen	11154
Awjilah	11155
Kato	11156
Guduf-Gava	11157
Kharam	1115810167
Apalai	11159
Xaragure	11160
Natioro	11161
Guiqiong	11162
High	140241116312646,140431116312646,125211116312646
Pontic	11164
Rongmei	1116510167
Chicomuceltec	11166
Togbo-Vara	1116717922
Mosimo	11168
Mandara	11169
Kunduvadi	11170
Prussian	11171
Khowar	11172
Yongkom	11173
Lopi	11174
Sherdukpen	11175
Karamojong	11176
Tagakaulo	11177
Aput	1144311178
Korlai	111791546811010
San	11180140591790616801,11180108431546817911,1118011336133641718112163,11180101081612513589,11180102521467913589,11180112661263713589,1118012711133641718112163,11180102521420713046,11180171721642613589,111801486415780,1118010843161281377511251,11180102521248911251,11180102521058511251,11180108431769211251,11180178401464313046,111801646813471,11180140591477713589,11180107241389813589,11180119271298315944,111801192717370,11180108571622813589,11180113291437311553,11180138661766713046,11180121291750313046,111801717216426,1118015751133641718112163,11180138661464113046,111801133613000
Olumarachi	11181
Tem	11182
Parkari	1118315947
Horned	1118413029
Cahuarano	11185
Zarphatic	11186
Coong	11187
Tairaha	11188
Parthian	11189
Swiss-German	111901249716446
Sialum	11191
Kurux	11192,1453811192
Di	1281011193
Colonial	111941554713589
Nivacle	11195
Honduras	111961249716446
Mandahuaca	11197
Masmaje	11198
Lycian	11199
Bishnupriya	11200
Tora	11201
Petats	11202
Nyindrou	11203
Skagit	11204
Nake	11205
Makhuwa-Shirima	11206
Carolina	1120711944
Ta'Oih	1795411208,1420311208,11208
Mogholi	11209
Itu	112101320111246
Haisla	11211
Tonsawang	11212
Gun	11213
Gaa	11214
Mocovi	11215
Atatlahuca	1121611251
Ndumu	11217
Yagara	11218
Domu	11219
Pasi	11220
Yamongeri	11221
Emilian	11222
Lhaovo	11223
Sileibi	11224
Atsugewi	11225
Piaroa	11226
Uru	11227
Momina	11228
Shina	11229,1648511229
Batanga	11230
Luwati	11231
Boro	11232
River	110491123315319,168571123317291,103951123310395
Marshallese	11234
Orok	11235
Angor	11236
Gugubera	11237
Mabire	11238
Wab	11239
Tatuyo	11240
Pare	11241
Birri	11242
Majera	11243
Masikoro	1124414558
Tigrinya	11245
Uzo	112101320111246
Kpagua	11247
Pohnpeian	11248
Sadri	1631711249,11249
Tucano	11250
Mixtec	1236711251,1404011251,1664111251,1196611251,1554811251,1069311251,101391597411251,1038711251,1571311251,1006111251,1642911251,166251792111251,1587411251,1780511251,1261911251,1333011251,1035811251,1107611251,1532711251,178601790111251,1244511251,170031239511251,1263711251,1174511251,134801134711251,1526711251,1298611251,1628211251,1328911251,1671611251,14111167981667211251,1668211251,166751055111251,1490811251,1164411251,1425011251,1118010843161281377511251,11180102521248911251,1409811251,11180102521058511251,1420811251,118351134711251,11180108431769211251,1257411251,1121611251,1433111251,1300911251,11251,14111115251315911251,1077211251,176931642911251,1636911251,1612511251,1008511251
Abom	11252
Zire	11253
Warapu	11254
Mmaala	11255
Nukuini	11256
Ineseno	11257
Tichurong	11258
Tagabawa	11259
Lokoya	11260
Kachhi	11261
Misima-Panaeati	11262
Jenaama	1126311921
Komi	11264
Emem	11265
Agustin	11180112661263713589
Susuami	11267
Kosraean	11268
Karey	11269
Ararandewara	11270
Ambele	11271
Baruga	11272
Cung	11273
Bagvalal	11274
Cheke	1127511623
Arammba	11276
Applicable	1270411277
Kanaq	1392211278
Kaskean	11279
Marind	11280,1695911280
Rembarunga	11281
Arakwal	11282
Kwer	11283
Pari	11284
Berbice	112851546817821
Corsican	11286
Mwali	1128714899
Finongan	11288
Buwal	11289
!Kung	1318711290,11290
Piemontese	11291
Karagas	11292
